mpId,nameFirst,nameLast,libelleAbrev,mandat,search,bluesky,pseudo,active
PA795258,Frantz,Gumbs,DEM,1,https://bsky.app/search?q=Frantz+Gumbs,0,,
PA842013,Steevy,Gustave,ECOS,1,https://bsky.app/search?q=Steevy+Gustave,0,,
PA1592,David,Habib,LIOT,1,https://bsky.app/search?q=David+Habib,0,,
PA841471,Stéphane,Hablot,SOC,1,https://bsky.app/search?q=St%C3%A9phane+Hablot,0,,
PA795958,Benjamin,Haddad,EPR,0,https://bsky.app/search?q=Benjamin+Haddad,0,,
PA842263,Ayda,Hadizadeh,SOC,1,https://bsky.app/search?q=Ayda+Hadizadeh,1,aydahadi.bsky.social,1
PA841947,Zahia,Hamdane,LFI-NFP,1,https://bsky.app/search?q=Zahia+Hamdane,1,zahiahamdane.bsky.social,1
PA795900,Marine,Hamelet,RN,1,https://bsky.app/search?q=Marine+Hamelet,0,,
PA722070,Pierre,Henriet,HOR,1,https://bsky.app/search?q=Pierre+Henriet,0,,
PA1630,Michel,Herbillon,DR,1,https://bsky.app/search?q=Michel+Herbillon,0,,
PA841813,Florence,Herouin-Léautey,SOC,1,https://bsky.app/search?q=Florence+Herouin-L%C3%A9autey,1,fleautey.bsky.social,1
PA840947,Catherine,Hervieu,ECOS,1,https://bsky.app/search?q=Catherine+Hervieu,0,,
PA841853,Céline,Hervieu,SOC,1,https://bsky.app/search?q=C%C3%A9line+Hervieu,1,celinehervieu.bsky.social,1
PA608416,Patrick,Hetzel,DR,1,https://bsky.app/search?q=Patrick+Hetzel,0,,
PA794082,Mathilde,Hignet,LFI-NFP,1,https://bsky.app/search?q=Mathilde+Hignet,1,mathilde-hignet.bsky.social,1
PA841709,Emmanuelle,Hoffman,EPR,1,https://bsky.app/search?q=Emmanuelle+Hoffman,0,,
PA1654,François,Hollande,SOC,1,https://bsky.app/search?q=Fran%C3%A7ois+Hollande,1,francoishollande.bsky.social,0
PA722150,Sacha,Houlié,NI,1,https://bsky.app/search?q=Sacha+Houli%C3%A9,1,sachahoulie.bsky.social,1
PA793632,Timothée,Houssin,RN,1,https://bsky.app/search?q=Timoth%C3%A9e+Houssin,0,,
PA842085,Sébastien,Humbert,RN,1,https://bsky.app/search?q=S%C3%A9bastien+Humbert,0,,
PA841017,Harold,Huwart,LIOT,1,https://bsky.app/search?q=Harold+Huwart,0,,
PA267200,Sébastien,Huyghe,EPR,1,https://bsky.app/search?q=S%C3%A9bastien+Huyghe,1,sebastienhuyghe.bsky.social,0
PA794022,Jérémie,Iordanoff,ECOS,1,https://bsky.app/search?q=J%C3%A9r%C3%A9mie+Iordanoff,1,iordanoff.bsky.social,1
PA722374,Cyrille,Isaac-Sibille,DEM,1,https://bsky.app/search?q=Cyrille+Isaac-Sibille,1,ci-s.bsky.social,1
PA794598,Laurent,Jacobelli,RN,1,https://bsky.app/search?q=Laurent+Jacobelli,0,,
PA720354,Jean-Michel,Jacques,EPR,1,https://bsky.app/search?q=Jean-Michel+Jacques,0,,
PA842117,Vincent,Jeanbrun,DR,1,https://bsky.app/search?q=Vincent+Jeanbrun,0,,
PA841439,Pascal,Jenft,RN,1,https://bsky.app/search?q=Pascal+Jenft,0,,
PA719778,François,Jolivet,HOR,1,https://bsky.app/search?q=Fran%C3%A7ois+Jolivet,0,,
PA794030,Alexis,Jolly,RN,1,https://bsky.app/search?q=Alexis+Jolly,0,,
PA841749,Tiffany,Joncour,RN,1,https://bsky.app/search?q=Tiffany+Joncour,0,,
PA841075,Sylvie,Josserand,RN,1,https://bsky.app/search?q=Sylvie+Josserand,0,,
PA720038,Sandrine,Josso,DEM,1,https://bsky.app/search?q=Sandrine+Josso,0,,
PA840869,Florence,Joubert,RN,1,https://bsky.app/search?q=Florence+Joubert,0,,
PA643192,Chantal,Jourdan,SOC,1,https://bsky.app/search?q=Chantal+Jourdan,1,chantaljourdan.bsky.social,1
PA346782,Philippe,Juvin,DR,1,https://bsky.app/search?q=Philippe+Juvin,0,,
PA795998,Émeline,K/Bidi,GDR,1,https://bsky.app/search?q=%C3%89meline+K%2FBidi,0,,
PA335054,Marietta,Karamanli,SOC,1,https://bsky.app/search?q=Marietta+Karamanli,0,,
PA719372,Guillaume,Kasbarian,EPR,1,https://bsky.app/search?q=Guillaume+Kasbarian,0,,
PA795156,Fatiha,Keloua Hachi,SOC,1,https://bsky.app/search?q=Fatiha+Keloua%20Hachi,1,kelouaf.bsky.social,1
PA794130,Andy,Kerbrat,LFI-NFP,1,https://bsky.app/search?q=Andy+Kerbrat,0,,
PA719052,Loïc,Kervran,HOR,1,https://bsky.app/search?q=Lo%C3%AFc+Kervran,0,,
PA643184,Brigitte,Klinkert,EPR,1,https://bsky.app/search?q=Brigitte+Klinkert,0,,
PA722328,Eliane,Kremer,DR,0,https://bsky.app/search?q=Eliane+Kremer,0,,
PA719798,Daniel,Labaronne,EPR,1,https://bsky.app/search?q=Daniel+Labaronne,0,,
PA720846,Bastien,Lachaud,LFI-NFP,1,https://bsky.app/search?q=Bastien+Lachaud,1,blachaud.bsky.social,1
PA719282,Xavier,Lacombe,HOR,1,https://bsky.app/search?q=Xavier+Lacombe,0,,
PA794146,Julie,Laernoes,ECOS,1,https://bsky.app/search?q=Julie+Laernoes,1,julielaernoes.bsky.social,1
PA841223,Tristan,Lahais,ECOS,1,https://bsky.app/search?q=Tristan+Lahais,1,tristanlahais.bsky.social,1
PA841729,Abdelkader,Lahmar,LFI-NFP,1,https://bsky.app/search?q=Abdelkader+Lahmar,1,abdelkaderlahmar.bsky.social,1
PA719918,Fabien,Lainé,DEM,0,https://bsky.app/search?q=Fabien+Lain%C3%A9,0,,
PA795516,Maxime,Laisney,LFI-NFP,1,https://bsky.app/search?q=Maxime+Laisney,1,maximelaisney.bsky.social,1
PA721004,Amélia,Lakrafi,EPR,1,https://bsky.app/search?q=Am%C3%A9lia+Lakrafi,0,,
PA842125,Thomas,Lam,HOR,1,https://bsky.app/search?q=Thomas+Lam,0,,
PA794354,Hélène,Laporte,RN,1,https://bsky.app/search?q=H%C3%A9l%C3%A8ne+Laporte,0,,
PA721984,Philippe,Latombe,DEM,1,https://bsky.app/search?q=Philippe+Latombe,1,platombe.bsky.social,1
PA841693,Jean,Laussucq,EPR,1,https://bsky.app/search?q=Jean+Laussucq,0,,
PA720022,Michel,Lauzzana,EPR,1,https://bsky.app/search?q=Michel+Lauzzana,0,,
PA795912,Laure,Lavalette,RN,1,https://bsky.app/search?q=Laure+Lavalette,0,,
PA841837,Robert,Le Bourgeois,RN,1,https://bsky.app/search?q=Robert+Le%20Bourgeois,0,,
PA841515,Aurélien,Le Coq,LFI-NFP,1,https://bsky.app/search?q=Aur%C3%A9lien+Le%20Coq,1,aurelienlecoq.bsky.social,1
PA719412,Sandrine,Le Feur,EPR,1,https://bsky.app/search?q=Sandrine+Le%20Feur,1,sandrine-lefeur.bsky.social,1
PA840979,Corentin,Le Fur,DR,1,https://bsky.app/search?q=Corentin+Le%20Fur,0,,
PA719404,Didier,Le Gac,EPR,1,https://bsky.app/search?q=Didier+Le%20Gac,0,,
PA795672,Arnaud,Le Gall,LFI-NFP,1,https://bsky.app/search?q=Arnaud+Le%20Gall,1,arnaudlegall.bsky.social,1
PA345722,Constance,Le Grip,EPR,1,https://bsky.app/search?q=Constance+Le%20Grip,0,,
PA794426,Anne,Le Hénanff,HOR,1,https://bsky.app/search?q=Anne+Le%20H%C3%A9nanff,0,,
PA719388,Annaïg,Le Meur,EPR,1,https://bsky.app/search?q=Anna%C3%AFg+Le%20Meur,1,annaiglemeur.bsky.social,0
PA719756,Christine,Le Nabour,EPR,1,https://bsky.app/search?q=Christine+Le%20Nabour,0,,
PA720342,Nicole,Le Peih,EPR,1,https://bsky.app/search?q=Nicole+Le%20Peih,0,,
PA720614,Marine,Le Pen,RN,1,https://bsky.app/search?q=Marine+Le%20Pen,1,marinelepen-bsky.bsky.social,0
PA795746,Antoine,Léaument,LFI-NFP,1,https://bsky.app/search?q=Antoine+L%C3%A9aument,1,antoine-leaument.bsky.social,1
PA721852,Marie,Lebec,EPR,1,https://bsky.app/search?q=Marie+Lebec,0,,
PA774962,Karine,Lebon,GDR,1,https://bsky.app/search?q=Karine+Lebon,0,,
PA795108,Élise,Leboucher,LFI-NFP,1,https://bsky.app/search?q=%C3%89lise+Leboucher,1,eliseleboucher.bsky.social,1
PA795374,Pascal,Lecamp,DEM,1,https://bsky.app/search?q=Pascal+Lecamp,0,,
PA796026,Julie,Lechanteux,RN,1,https://bsky.app/search?q=Julie+Lechanteux,0,,
PA840857,Nadine,Lechon,RN,1,https://bsky.app/search?q=Nadine+Lechon,0,,
PA335612,Jean-Paul,Lecoq,GDR,1,https://bsky.app/search?q=Jean-Paul+Lecoq,0,,
PA712014,Vincent,Ledoux,EPR,1,https://bsky.app/search?q=Vincent+Ledoux,1,vincent-ledoux59.bsky.social,1
PA795386,Mathieu,Lefèvre,EPR,1,https://bsky.app/search?q=Mathieu+Lef%C3%A8vre,0,,
PA795298,Jérôme,Legavre,LFI-NFP,1,https://bsky.app/search?q=J%C3%A9r%C3%B4me+Legavre,1,legavrejerome.bsky.social,1
PA791824,Sarah,Legrain,LFI-NFP,1,https://bsky.app/search?q=Sarah+Legrain,1,sarahlegrain.bsky.social,1
PA842029,Claire,Lejeune,LFI-NFP,1,https://bsky.app/search?q=Claire+Lejeune,1,clairelejeune.bsky.social,1
PA793290,Gisèle,Lelouis,RN,1,https://bsky.app/search?q=Gis%C3%A8le+Lelouis,0,,
PA794838,Didier,Lemaire,HOR,1,https://bsky.app/search?q=Didier+Lemaire,0,,
PA840983,Bartolomé,Lenoir,UDR,1,https://bsky.app/search?q=Bartolom%C3%A9+Lenoir,0,,
PA795244,Stéphane,Lenormand,LIOT,1,https://bsky.app/search?q=St%C3%A9phane+Lenormand,0,,
PA695512,Guillaume,Lepers,DR,1,https://bsky.app/search?q=Guillaume+Lepers,1,lepers.bsky.social,1
PA793532,Murielle,Lepvraud,LFI-NFP,1,https://bsky.app/search?q=Murielle+Lepvraud,1,muriellelepvraud.bsky.social,1
PA721134,Roland,Lescure,EPR,1,https://bsky.app/search?q=Roland+Lescure,1,rolandlescure.bsky.social,1
PA774958,Gérard,Leseul,SOC,1,https://bsky.app/search?q=G%C3%A9rard+Leseul,0,,
PA227089,Valérie,Létard,LIOT,0,https://bsky.app/search?q=Val%C3%A9rie+L%C3%A9tard,0,,
PA841601,Pauline,Levasseur,EPR,1,https://bsky.app/search?q=Pauline+Levasseur,0,,
PA793608,Katiana,Levavasseur,RN,1,https://bsky.app/search?q=Katiana+Levavasseur,0,,
PA840765,Laurent,Lhardit,SOC,1,https://bsky.app/search?q=Laurent+Lhardit,1,laurent-lhardit.bsky.social,1
PA642725,Eric,Liégeon,DR,1,https://bsky.app/search?q=Eric+Li%C3%A9geon,0,,
PA794750,Thierry,Liger,DR,1,https://bsky.app/search?q=Thierry+Liger,0,,
PA841873,Julien,Limongi,RN,1,https://bsky.app/search?q=Julien+Limongi,0,,
PA794702,Delphine,Lingemann,DEM,1,https://bsky.app/search?q=Delphine+Lingemann,0,,
PA840967,René,Lioret,RN,1,https://bsky.app/search?q=Ren%C3%A9+Lioret,0,,
PA720446,Brigitte,Liso,EPR,1,https://bsky.app/search?q=Brigitte+Liso,0,,
PA793672,Christine,Loir,RN,1,https://bsky.app/search?q=Christine+Loir,0,,
PA793904,Aurélien,Lopez-Liguori,RN,1,https://bsky.app/search?q=Aur%C3%A9lien+Lopez-Liguori,0,,
PA721932,Marie-France,Lorho,RN,1,https://bsky.app/search?q=Marie-France+Lorho,0,,
PA795974,Philippe,Lottiaux,RN,1,https://bsky.app/search?q=Philippe+Lottiaux,0,,
PA794590,Alexandre,Loubet,RN,1,https://bsky.app/search?q=Alexandre+Loubet,0,,
PA608016,Véronique,Louwagie,DR,0,https://bsky.app/search?q=V%C3%A9ronique+Louwagie,0,,
PA795636,Benjamin,Lucas-Lundy,ECOS,1,https://bsky.app/search?q=Benjamin+Lucas-Lundy,0,,
PA720230,Lise,Magnier,HOR,1,https://bsky.app/search?q=Lise+Magnier,0,,
PA841587,David,Magnier,RN,1,https://bsky.app/search?q=David+Magnier,0,,
PA717379,Sylvain,Maillard,EPR,1,https://bsky.app/search?q=Sylvain+Maillard,1,sylvain-maillard.bsky.social,1
PA796010,Frédéric,Maillot,GDR,1,https://bsky.app/search?q=Fr%C3%A9d%C3%A9ric+Maillot,0,,
PA794114,Emmanuel,Mandon,DEM,1,https://bsky.app/search?q=Emmanuel+Mandon,0,,
PA841183,Hanane,Mansouri,UDR,1,https://bsky.app/search?q=Hanane+Mansouri,0,,
PA841563,Claire,Marais-Beuil,RN,1,https://bsky.app/search?q=Claire+Marais-Beuil,0,,
PA605782,Laurent,Marcangeli,HOR,0,https://bsky.app/search?q=Laurent+Marcangeli,0,,
PA794530,Matthieu,Marchio,RN,1,https://bsky.app/search?q=Matthieu+Marchio,0,,
PA795730,Bastien,Marchive,EPR,1,https://bsky.app/search?q=Bastien+Marchive,0,,
PA794206,Christophe,Marion,EPR,1,https://bsky.app/search?q=Christophe+Marion,1,christophemarion.bsky.social,1
PA840837,Pascal,Markowsky,RN,1,https://bsky.app/search?q=Pascal+Markowsky,0,,
PA794518,Pierre,Marle,HOR,0,https://bsky.app/search?q=Pierre+Marle,0,,
PA606098,Olivier,Marleix,DR,1,https://bsky.app/search?q=Olivier+Marleix,0,,
PA719080,Sandra,Marsaud,EPR,1,https://bsky.app/search?q=Sandra+Marsaud,0,,
PA342384,Élisa,Martin,LFI-NFP,1,https://bsky.app/search?q=%C3%89lisa+Martin,0,,
PA793342,Alexandra,Martin,DR,1,https://bsky.app/search?q=Alexandra+Martin,1,alexmartin33.bsky.social,1
PA841825,Patrice,Martin,RN,1,https://bsky.app/search?q=Patrice+Martin,1,patricemartin50.bsky.social,1
PA795100,Éric,Martineau,DEM,1,https://bsky.app/search?q=%C3%89ric+Martineau,1,martineaueric.bsky.social,1
PA794770,Michèle,Martinez,RN,1,https://bsky.app/search?q=Mich%C3%A8le+Martinez,0,,
PA720146,Denis,Masséglia,EPR,1,https://bsky.app/search?q=Denis+Mass%C3%A9glia,1,dmasseglia.bsky.social,1
PA793314,Alexandra,Masson,RN,1,https://bsky.app/search?q=Alexandra+Masson,0,,
PA793330,Bryan,Masson,RN,1,https://bsky.app/search?q=Bryan+Masson,0,,
PA720976,Max,Mathiasin,LIOT,1,https://bsky.app/search?q=Max+Mathiasin,0,,
PA720728,Jean-Paul,Mattei,DEM,1,https://bsky.app/search?q=Jean-Paul+Mattei,0,,
PA795422,Damien,Maudet,LFI-NFP,1,https://bsky.app/search?q=Damien+Maudet,1,damienmaudet.bsky.social,1
PA842271,Emmanuel,Maurel,GDR,1,https://bsky.app/search?q=Emmanuel+Maurel,0,,
PA793616,Kévin,Mauvieux,RN,1,https://bsky.app/search?q=K%C3%A9vin+Mauvieux,0,,
PA794686,Marianne,Maximi,LFI-NFP,1,https://bsky.app/search?q=Marianne+Maximi,1,mariannemaximi.bsky.social,1
PA677483,Stéphane,Mazars,EPR,1,https://bsky.app/search?q=St%C3%A9phane+Mazars,0,,
PA841931,Laurent,Mazaury,LIOT,1,https://bsky.app/search?q=Laurent+Mazaury,0,,
PA719436,Nicolas,Meizonnet,RN,1,https://bsky.app/search?q=Nicolas+Meizonnet,0,,
PA719338,Graziella,Melchior,EPR,1,https://bsky.app/search?q=Graziella+Melchior,0,,
PA793354,Joëlle,Mélin,RN,1,https://bsky.app/search?q=Jo%C3%ABlle+M%C3%A9lin,0,,
PA795786,Yaël,Ménaché,RN,1,https://bsky.app/search?q=Ya%C3%ABl+M%C3%A9nach%C3%A9,0,,
PA794322,Thomas,Ménagé,RN,1,https://bsky.app/search?q=Thomas+M%C3%A9nag%C3%A9,0,,
PA720370,Ludovic,Mendes,EPR,1,https://bsky.app/search?q=Ludovic+Mendes,1,ludovicmds.bsky.social,1
PA841463,Estelle,Mercier,SOC,1,https://bsky.app/search?q=Estelle+Mercier,1,estellemercieran.bsky.social,1
PA841215,Marie,Mesmeur,LFI-NFP,1,https://bsky.app/search?q=Marie+Mesmeur,1,mariemesmeur.bsky.social,1
PA841013,Isabelle,Mesnard,HOR,0,https://bsky.app/search?q=Isabelle+Mesnard,0,,
PA719640,Sophie,Mette,DEM,1,https://bsky.app/search?q=Sophie+Mette,0,,
PA795176,Nicolas,Metzdorf,EPR,1,https://bsky.app/search?q=Nicolas+Metzdorf,0,,
PA719272,Frédérique,Meunier,DR,1,https://bsky.app/search?q=Fr%C3%A9d%C3%A9rique+Meunier,0,,
PA795482,Manon,Meunier,LFI-NFP,1,https://bsky.app/search?q=Manon+Meunier,1,manonmeunier.bsky.social,1
PA793852,Pierre,Meurin,RN,1,https://bsky.app/search?q=Pierre+Meurin,0,,
PA841395,Maxime,Michelet,UDR,1,https://bsky.app/search?q=Maxime+Michelet,0,,
PA841769,Éric,Michoux,UDR,1,https://bsky.app/search?q=%C3%89ric+Michoux,0,,
PA795664,Paul,Midy,EPR,1,https://bsky.app/search?q=Paul+Midy,0,,
PA817203,Laure,Miller,EPR,1,https://bsky.app/search?q=Laure+Miller,1,laure-miller.bsky.social,1
PA795962,Joséphine,Missoffe,EPR,1,https://bsky.app/search?q=Jos%C3%A9phine+Missoffe,0,,
PA607619,Paul,Molac,LIOT,1,https://bsky.app/search?q=Paul+Molac,0,,
PA842147,Christophe,Mongardien,EPR,0,https://bsky.app/search?q=Christophe+Mongardien,0,,
PA793174,Yannick,Monnet,GDR,1,https://bsky.app/search?q=Yannick+Monnet,0,,
PA840915,Thibaut,Monnier,RN,1,https://bsky.app/search?q=Thibaut+Monnier,0,,
PA794810,Louise,Morel,DEM,1,https://bsky.app/search?q=Louise+Morel,0,,
PA794466,Jean,Moulliere,HOR,1,https://bsky.app/search?q=Jean+Moulliere,0,,
PA720908,Naïma,Moutchou,HOR,1,https://bsky.app/search?q=Na%C3%AFma+Moutchou,0,,
PA793696,Serge,Muller,RN,1,https://bsky.app/search?q=Serge+Muller,0,,
PA795820,Marcellin,Nadeau,GDR,1,https://bsky.app/search?q=Marcellin+Nadeau,0,,
PA721486,Christophe,Naegelen,LIOT,1,https://bsky.app/search?q=Christophe+Naegelen,0,,
PA643157,Philippe,Naillet,SOC,1,https://bsky.app/search?q=Philippe+Naillet,0,,
PA794038,Yannick,Neuder,DR,0,https://bsky.app/search?q=Yannick+Neuder,0,,
PA610654,Jean-Philippe,Nilor,LFI-NFP,1,https://bsky.app/search?q=Jean-Philippe+Nilor,0,,
PA841191,Sandrine,Nosbé,LFI-NFP,1,https://bsky.app/search?q=Sandrine+Nosb%C3%A9,1,snosbe.bsky.social,1
PA720644,Jérôme,Nury,DR,1,https://bsky.app/search?q=J%C3%A9r%C3%B4me+Nury,0,,
PA841107,Jacques,Oberti,SOC,1,https://bsky.app/search?q=Jacques+Oberti,1,jacquesoberti.bsky.social,1
PA721960,Danièle,Obono,LFI-NFP,1,https://bsky.app/search?q=Dani%C3%A8le+Obono,1,deputeeobono.bsky.social,1
PA795552,Julien,Odoul,RN,1,https://bsky.app/search?q=Julien+Odoul,0,,
PA795722,Karl,Olive,EPR,1,https://bsky.app/search?q=Karl+Olive,0,,
PA794830,Hubert,Ott,DEM,1,https://bsky.app/search?q=Hubert+Ott,0,,
PA842045,Julie,Ozenne,ECOS,1,https://bsky.app/search?q=Julie+Ozenne,1,julieozenne.bsky.social,1
PA793872,Nathalie,Oziol,LFI-NFP,1,https://bsky.app/search?q=Nathalie+Oziol,1,nathalieoziol.bsky.social,1
PA795124,Didier,Padey,DEM,0,https://bsky.app/search?q=Didier+Padey,0,,
PA720334,Jimmy,Pahun,DEM,1,https://bsky.app/search?q=Jimmy+Pahun,0,,
PA793210,Laurent,Panifous,LIOT,1,https://bsky.app/search?q=Laurent+Panifous,0,,
PA759832,Agnès,Pannier-Runacher,EPR,0,https://bsky.app/search?q=Agn%C3%A8s+Pannier-Runacher,1,apannierrunacher.bsky.social,
PA719632,Sophie,Panonacle,EPR,1,https://bsky.app/search?q=Sophie+Panonacle,0,,
PA795050,Astrid,Panosyan-Bouvet,EPR,0,https://bsky.app/search?q=Astrid+Panosyan-Bouvet,1,astridpanosyan.bsky.social,1
PA720892,Mathilde,Panot,LFI-NFP,1,https://bsky.app/search?q=Mathilde+Panot,1,mathildepanot.bsky.social,1
PA841381,Sophie,Pantel,SOC,1,https://bsky.app/search?q=Sophie+Pantel,0,,
PA794670,Caroline,Parmentier,RN,1,https://bsky.app/search?q=Caroline+Parmentier,0,,
PA720480,Charlotte,Parmentier-Lecocq,HOR,0,https://bsky.app/search?q=Charlotte+Parmentier-Lecocq,0,,
PA793398,Jérémie,Patrier-Leitus,HOR,1,https://bsky.app/search?q=J%C3%A9r%C3%A9mie+Patrier-Leitus,0,,
PA718784,Éric,Pauget,DR,1,https://bsky.app/search?q=%C3%89ric+Pauget,0,,
PA840793,Marc,Pena,SOC,1,https://bsky.app/search?q=Marc+Pena,1,marcpena.bsky.social,1
PA841199,Thierry,Perez,RN,1,https://bsky.app/search?q=Thierry+Perez,0,,
PA721442,Christelle,Petex,DR,1,https://bsky.app/search?q=Christelle+Petex,0,,
PA721182,Frédéric,Petit,DEM,1,https://bsky.app/search?q=Fr%C3%A9d%C3%A9ric+Petit,1,fpetit.bsky.social,1
PA721234,Maud,Petit,DEM,1,https://bsky.app/search?q=Maud+Petit,0,,
PA721270,Stéphane,Peu,GDR,1,https://bsky.app/search?q=St%C3%A9phane+Peu,0,,
PA793708,Sébastien,Peytavie,ECOS,1,https://bsky.app/search?q=S%C3%A9bastien+Peytavie,1,speytavie.bsky.social,1
PA794582,Kévin,Pfeffer,RN,1,https://bsky.app/search?q=K%C3%A9vin+Pfeffer,0,,
PA794270,Anna,Pic,SOC,1,https://bsky.app/search?q=Anna+Pic,1,annapic.fr,1
PA817211,René,Pilato,LFI-NFP,1,https://bsky.app/search?q=Ren%C3%A9+Pilato,0,,
PA793756,François,Piquemal,LFI-NFP,1,https://bsky.app/search?q=Fran%C3%A7ois+Piquemal,1,francoispiquemal.bsky.social,1
PA608172,Christine,Pirès Beaune,SOC,1,https://bsky.app/search?q=Christine+Pir%C3%A8s%20Beaune,1,c-piresbeaune.bsky.social,1
PA721844,Béatrice,Piron,HOR,1,https://bsky.app/search?q=B%C3%A9atrice+Piron,0,,
PA793572,Christophe,Plassard,HOR,1,https://bsky.app/search?q=Christophe+Plassard,1,cplassard.bsky.social,1
PA793664,Marie,Pochon,ECOS,1,https://bsky.app/search?q=Marie+Pochon,1,mariepochon.bsky.social,1
PA793656,Lisette,Pollet,RN,1,https://bsky.app/search?q=Lisette+Pollet,0,,
PA719528,Jean-François,Portarrieu,HOR,1,https://bsky.app/search?q=Jean-Fran%C3%A7ois+Portarrieu,1,jfportarrieu.bsky.social,1
PA796062,Thomas,Portes,LFI-NFP,1,https://bsky.app/search?q=Thomas+Portes,1,thomasportes.bsky.social,1
PA794994,Alexandre,Portier,DR,1,https://bsky.app/search?q=Alexandre+Portier,0,,
PA607553,Dominique,Potier,SOC,1,https://bsky.app/search?q=Dominique+Potier,0,,
PA720720,Josy,Poueyto,DEM,1,https://bsky.app/search?q=Josy+Poueyto,0,,
PA795270,Marie-Agnès,Poussier-Winsback,HOR,1,https://bsky.app/search?q=Marie-Agn%C3%A8s+Poussier-Winsback,0,,
PA721916,Natalia,Pouzyreff,EPR,1,https://bsky.app/search?q=Natalia+Pouzyreff,1,nataliapouzyreff.bsky.social,1
PA720100,Aurélien,Pradié,NI,1,https://bsky.app/search?q=Aur%C3%A9lien+Pradi%C3%A9,1,aurelienpradie.bsky.social,0
PA841167,Hugo,Prevost,NI,0,https://bsky.app/search?q=Hugo+Prevost,0,,
PA840955,Pierre,Pribetich,SOC,1,https://bsky.app/search?q=Pierre+Pribetich,1,pierrepribetich.bsky.social,1
PA841367,Christophe,Proença,SOC,1,https://bsky.app/search?q=Christophe+Proen%C3%A7a,0,,
PA842323,Remi,Provendier,EPR,0,https://bsky.app/search?q=Remi+Provendier,0,,
PA719578,Loïc,Prud'homme,LFI-NFP,1,https://bsky.app/search?q=Lo%C3%AFc+Prud%27homme,1,loicprudhomme.bsky.social,1
PA795966,Stéphane,Rambaud,RN,1,https://bsky.app/search?q=St%C3%A9phane+Rambaud,0,,
PA720092,Richard,Ramos,DEM,1,https://bsky.app/search?q=Richard+Ramos,1,richardramos.bsky.social,1
PA793230,Angélique,Ranc,RN,1,https://bsky.app/search?q=Ang%C3%A9lique+Ranc,0,,
PA793254,Julien,Rancoule,RN,1,https://bsky.app/search?q=Julien+Rancoule,0,,
PA721062,Jean-Hugues,Ratenon,LFI-NFP,1,https://bsky.app/search?q=Jean-Hugues+Ratenon,0,,
PA720552,Isabelle,Rauch,HOR,1,https://bsky.app/search?q=Isabelle+Rauch,0,,
PA794154,Jean-Claude,Raux,ECOS,1,https://bsky.app/search?q=Jean-Claude+Raux,1,jeanclauderaux.bsky.social,1
PA793094,Nicolas,Ray,DR,1,https://bsky.app/search?q=Nicolas+Ray,0,,
PA341981,Marie,Récalde,SOC,1,https://bsky.app/search?q=Marie+R%C3%A9calde,0,,
PA794778,Sandra,Regol,ECOS,1,https://bsky.app/search?q=Sandra+Regol,1,sandraregol.bsky.social,1
PA795240,Mereana,Reid Arbelot,GDR,1,https://bsky.app/search?q=Mereana+Reid%20Arbelot,0,,
PA841955,Matthias,Renault,RN,1,https://bsky.app/search?q=Matthias+Renault,0,,
PA840657,Sophie,Ricourt Vaginay,UDR,1,https://bsky.app/search?q=Sophie+Ricourt%20Vaginay,0,,
PA335758,Franck,Riester,EPR,1,https://bsky.app/search?q=Franck+Riester,0,,
PA795876,Davy,Rimane,GDR,1,https://bsky.app/search?q=Davy+Rimane,1,davyrimane.bsky.social,1
PA841981,Catherine,Rimbert,RN,1,https://bsky.app/search?q=Catherine+Rimbert,0,,
PA721426,Véronique,Riotton,EPR,1,https://bsky.app/search?q=V%C3%A9ronique+Riotton,0,,
PA720066,Stéphanie,Rist,EPR,1,https://bsky.app/search?q=St%C3%A9phanie+Rist,1,srist.bsky.social,0
PA842227,Joseph,Rivière,RN,1,https://bsky.app/search?q=Joseph+Rivi%C3%A8re,0,,
PA722252,Marie-Pierre,Rixain,EPR,1,https://bsky.app/search?q=Marie-Pierre+Rixain,0,,
PA794442,Laurence,Robert-Dehault,RN,1,https://bsky.app/search?q=Laurence+Robert-Dehault,0,,
PA795528,Charles,Rodwell,EPR,1,https://bsky.app/search?q=Charles+Rodwell,0,,
PA266808,Vincent,Rolland,DR,1,https://bsky.app/search?q=Vincent+Rolland,0,,
PA841927,Anne-Sophie,Ronceret,EPR,1,https://bsky.app/search?q=Anne-Sophie+Ronceret,0,,
PA721458,Xavier,Roseren,HOR,1,https://bsky.app/search?q=Xavier+Roseren,0,,
PA840673,Valérie,Rossi,SOC,1,https://bsky.app/search?q=Val%C3%A9rie+Rossi,1,vrossi-deputee05.bsky.social,0
PA342196,Claudia,Rouaux,SOC,1,https://bsky.app/search?q=Claudia+Rouaux,1,claudiarouaux.bsky.social,1
PA795410,Béatrice,Roullaud,RN,1,https://bsky.app/search?q=B%C3%A9atrice+Roullaud,0,,
PA606545,Jean-Louis,Roumégas,ECOS,1,https://bsky.app/search?q=Jean-Louis+Roum%C3%A9gas,1,jeanlouisroumegas.bsky.social,1
PA795076,Sandrine,Rousseau,ECOS,1,https://bsky.app/search?q=Sandrine+Rousseau,1,sandrousseau.bsky.social,1
PA826635,Aurélien,Rousseau,SOC,1,https://bsky.app/search?q=Aur%C3%A9lien+Rousseau,0,,
PA841327,Fabrice,Roussel,SOC,1,https://bsky.app/search?q=Fabrice+Roussel,1,froussel44240.bsky.social,1
